sat1,sat2,distance_km,rel_velocity,approach_rate,collision
IRIDIUM 33 DEB,COSMOS 2251 DEB,6548.296,14.336,-0.647,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14144.115,14.982,-0.069,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10347.805,12.526,2.096,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9962.176,9.463,9.041,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12672.723,12.719,0.638,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11650.075,10.87,-4.213,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,34.95072320163805,10.188380571260721,-10.346334572052125,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,13220.491,10.061,2.845,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12874.745,6.736,-6.042,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12064.045,6.115,-0.66,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,44.61158412805452,7.149403785907568,-13.937895175234505,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,13847.849,14.143,-0.217,0
IRIDIUM 33 DEB,COSMOS 2251,12786.876,13.287,1.218,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9155.983,11.364,1.999,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,48.49443907434565,10.201635011119933,-6.879474909737009,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,11291.695,12.977,4.462,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13474.002,13.432,-0.414,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3055.873,7.416,7.188,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2479.001,8.883,7.418,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8408.415,13.958,-4.633,0
IRIDIUM 33 DEB,COSMOS 2251,12881.831,13.773,-2.736,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10159.399,12.248,0.83,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10469.775,9.611,-9.509,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13312.239,3.176,2.753,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12070.282,10.893,2.708,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14155.082,12.325,-1.107,0
IRIDIUM 33 DEB,COSMOS 2251,13895.436,12.65,1.911,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10721.949,12.417,1.106,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10241.937,11.975,-1.013,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12477.181,12.218,0.416,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10656.767,9.828,-5.361,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,35.00227917926576,12.624586857406905,-14.112596653899729,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,5749.629,13.936,11.363,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10140.512,11.146,-0.741,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13344.362,4.012,4.009,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11040.266,15.008,-0.304,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12316.983,12.969,-1.435,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6221.271,13.178,-10.355,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14069.903,11.899,1.009,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10868.923,11.873,-7.648,0
IRIDIUM 33,COSMOS 2251 DEB,12272.324,8.956,-6.667,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10127.912,9.33,-0.062,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10688.21,11.386,-2.85,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13337.244,11.625,-1.669,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10586.57,10.706,5.008,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11571.09,14.936,1.179,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6210.38,13.944,-1.249,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12006.703,12.105,0.021,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2518.629,14.527,-1.989,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11245.591,11.789,-0.966,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3735.639,4.414,-0.14,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3313.018,14.738,6.907,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,1821.083,14.787,-9.91,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10292.458,12.28,1.388,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,437.745,4.824,-2.613,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13336.229,14.304,-1.54,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,1003.737,13.875,10.213,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9475.065,14.548,2.845,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4098.499,4.189,-2.041,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3978.918,5.797,-2.727,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8.459998545166183,11.815027222239292,-5.043132497634332,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,21.16184465586456,12.133495858845524,-9.148698294671226,1
IRIDIUM 33 DEB,COSMOS 2251,12986.04,7.623,5.355,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13534.605,13.513,0.713,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7257.852,14.851,-2.434,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9016.781,8.776,5.06,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13696.488,14.259,-0.249,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10349.109,9.394,5.686,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9947.19,9.662,9.537,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14101.182,8.897,0.24,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8262.253,5.01,1.572,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8277.412,3.051,-2.813,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13809.528,8.878,-1.355,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9258.359,13.675,-3.757,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14.292999979712267,9.984421989290572,-6.990586985602965,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,13209.523,12.405,-1.136,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12195.787,6.782,-6.435,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6894.478,13.217,-0.84,0
IRIDIUM 33,COSMOS 2251 DEB,11223.249,3.053,-2.993,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9155.311,9.555,-0.345,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12904.146,13.493,2.577,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11171.26,9.332,-8.87,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13419.314,0.502,0.49,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12491.131,13.119,-0.235,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13196.43,12.934,0.767,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11831.84,14.513,1.833,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12692.457,11.544,-3.369,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3723.275,12.954,4.524,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10936.791,11.0,0.617,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5452.78,13.731,11.685,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13967.303,5.469,-0.955,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5958.038,10.562,6.88,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,41.21872775265308,10.05888678884466,-11.486887276076628,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,12096.978,14.173,1.163,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8867.071,2.037,2.0,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9262.711,10.419,-0.912,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,1175.604,14.491,6.933,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10940.602,13.455,-4.343,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13908.552,14.569,0.464,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7832.823,12.212,-12.162,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11933.825,13.336,1.171,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,17.281974656910684,6.148368247392035,-19.31386949281231,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,9460.499,9.612,-0.068,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2313.622,1.54,-1.429,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5402.569,6.186,0.017,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13580.351,0.656,0.203,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,18.49966531777505,7.692432309493809,-12.79120134010028,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,12439.129,14.605,-0.914,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12932.155,6.753,-5.878,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6583.01,13.274,-11.79,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9193.037,10.176,-9.226,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12141.911,11.627,1.27,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11528.878,12.379,-4.04,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9761.065,12.867,-0.339,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12423.467,7.696,-3.121,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,19.643399641876602,8.978555990457416,-18.395290417595625,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,6828.342,11.601,-10.946,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12517.934,7.265,-6.849,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11365.456,9.284,-8.608,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,47.56035816729085,10.360963663441204,-11.871485789324629,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,7098.477,13.595,-11.166,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,24.72791163373937,12.4543947418433,-9.797888423595493,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,14097.073,14.313,-0.242,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7475.605,7.878,-3.844,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5.9475702641199995,9.845229851910213,-7.857258879126828,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,6130.72,5.98,0.159,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6.419915173945935,6.388271726494102,-5.8590233879731155,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,12410.779,9.826,-5.91,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13725.452,12.329,0.805,0
IRIDIUM 33 DEB,COSMOS 2251,13955.036,5.147,0.412,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2112.992,7.692,-0.354,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11081.043,12.964,4.594,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12293.376,13.815,-3.126,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13275.431,7.992,0.943,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12541.274,7.381,2.797,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12475.622,10.766,-4.685,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12178.935,10.644,-3.17,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10123.726,12.526,-0.951,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12724.625,11.784,-1.172,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7139.053,8.352,-1.511,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13847.026,5.847,3.738,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8566.965,10.22,-5.699,0
IRIDIUM 33,COSMOS 2251 DEB,9391.993,9.641,8.831,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11391.824,9.078,-0.106,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11860.051,2.062,1.667,0
IRIDIUM 33 DEB,COSMOS 2251,12755.512,6.776,-5.263,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7219.466,8.289,-3.437,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13422.773,14.36,1.333,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3751.661,3.25,1.135,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,40.86534070851429,11.220867002278734,-19.73189097899879,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,7979.513,13.598,-9.245,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8245.315,7.433,0.119,0
IRIDIUM 33,COSMOS 2251 DEB,11588.783,12.406,-0.532,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2640.557,3.9,1.478,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7718.249,12.321,12.315,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,47.388804580501,5.1099582865848046,-17.342753158289213,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,13630.981,7.586,-2.167,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13714.544,14.182,-1.379,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10803.175,9.648,-6.53,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11077.81,6.45,1.89,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5742.678,6.358,-0.454,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7879.342,14.67,4.829,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9236.946,12.505,-7.839,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7735.259,11.244,-10.16,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4352.918,10.057,8.439,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11712.408,8.801,1.399,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4674.837,7.945,5.586,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5.342790952224573,11.322642879195303,-19.54021246691291,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,13534.25,14.101,0.893,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,28.885175462102662,9.094116521912404,-19.143697158660277,1
IRIDIUM 33,COSMOS 2251 DEB,11536.813,8.076,7.641,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5431.786,2.79,-2.789,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9775.486,9.492,1.533,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9891.341,10.408,0.354,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12890.313,14.423,-1.044,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12353.212,12.103,5.229,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4820.434,13.594,9.096,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8299.024,13.655,3.0,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4891.589,4.052,-2.997,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11.494336618301148,13.952068376871994,-12.561863973818438,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,11965.24,11.175,-2.31,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5090.844,14.155,-12.954,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11660.623,14.519,2.457,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,20.81395469026367,7.063337184057925,-14.056369716460118,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,10912.771,11.863,0.421,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3570.973,9.155,8.553,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8892.71,10.128,-1.144,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13360.263,2.794,-2.786,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7293.129,13.183,-7.504,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11585.521,7.165,-6.78,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2.009762371982947,6.533514031160802,-14.046150856976059,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,4640.839,12.722,10.871,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9538.102,9.07,1.651,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,44.56805730260036,13.191023176741997,-13.269595660662041,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,12222.469,6.542,4.804,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8639.361,12.314,-1.002,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,28.14101036192235,11.650366745462556,-10.732291396981793,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,10077.062,9.255,0.898,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12909.079,14.997,-0.083,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10360.716,8.141,-4.526,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10536.912,10.728,-1.178,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14690.652,14.492,-0.306,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,46.839661320958655,11.200727559285134,-16.99212909949495,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,8261.01,12.983,-4.505,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9021.131,10.546,-0.697,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2747.893,2.554,-0.686,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7017.707,3.006,-2.019,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3823.423,14.644,11.042,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14164.0,14.253,-0.122,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9208.792,9.837,-0.134,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9099.136,6.905,4.651,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10469.87,8.836,8.791,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,43.106163871189,12.474709381337565,-13.87320180393952,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,13744.707,13.964,-0.058,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13952.111,15.091,-0.036,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10409.386,14.021,-2.803,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4884.651,10.405,-9.969,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12240.163,13.045,-4.035,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10354.681,10.902,0.245,0
IRIDIUM 33,COSMOS 2251 DEB,1701.294,0.647,-0.248,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13057.968,4.872,4.866,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11410.146,6.393,3.491,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10583.009,14.201,-4.001,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2621.539,5.827,-4.456,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7974.726,9.396,-6.696,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11874.951,12.515,0.583,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14092.459,12.12,1.118,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,34.30883528410966,9.087341710980965,-12.615832153279477,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,4332.192,9.766,4.226,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13786.161,13.82,-0.727,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12479.741,5.729,-5.531,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11128.818,10.818,-8.228,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10565.233,13.274,3.729,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,26.621204899771843,5.311831350612847,-15.09450257655142,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,9280.994,13.781,2.137,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11261.931,8.818,-8.357,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11090.233,11.639,4.335,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,19.5623375657953,14.398321236134752,-12.77716472731175,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,3233.549,14.672,-11.364,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4769.639,7.753,-2.629,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13287.651,5.63,1.922,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6306.061,11.853,-9.695,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8773.867,8.515,0.485,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13771.875,3.256,2.449,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5581.097,6.101,-0.177,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12438.109,4.312,3.538,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11671.464,10.731,4.094,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5782.714,6.848,-4.416,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,19.056093686423353,8.556727164649491,-19.27681941709166,1
IRIDIUM 33,COSMOS 2251 DEB,8903.109,7.557,7.073,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11076.085,8.304,-8.27,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7286.088,10.082,-7.791,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,46.86813444246836,14.69470433275369,-8.584581462469579,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,9407.728,5.363,1.581,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14151.202,7.627,-0.711,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8339.493,9.882,-8.784,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4384.37,14.005,-13.797,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14067.371,14.492,0.101,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11383.365,13.175,0.446,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,1840.212,7.965,-5.836,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,19.73952583962936,12.040797680992235,-6.894843287204919,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,8266.468,12.208,-8.445,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9257.938,9.893,-0.388,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2.777130780076761,9.983677727394797,-5.378102567798253,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,8772.054,9.87,8.409,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13967.106,2.335,-0.091,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10607.962,11.799,0.854,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3855.626,13.07,6.678,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6664.204,7.103,0.226,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12274.665,14.86,1.311,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8878.756,12.734,9.988,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7170.848,8.739,-2.222,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10017.188,10.995,-10.228,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5833.503,7.887,-4.216,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7202.174,1.834,1.82,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12173.828,11.208,-0.965,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4383.765,12.795,-10.731,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10538.778,12.287,-3.034,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13613.375,14.221,0.364,0
IRIDIUM 33,COSMOS 2251 DEB,11009.365,5.287,-0.241,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10441.593,11.956,2.803,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10605.436,11.016,0.43,0
IRIDIUM 33,COSMOS 2251 DEB,7538.924,8.928,6.826,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6812.86,2.321,1.801,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,40.43831959372957,7.431721909994541,-13.19315687924541,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,5068.17,6.819,-1.351,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6204.663,14.103,8.149,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,48.15109652655729,14.208418826173723,-7.7405334505625945,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,3626.478,11.61,-5.031,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,26.375275054408707,11.675577385210271,-16.69270686394737,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,7033.907,8.431,8.42,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12190.611,9.777,-4.256,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13054.546,11.213,-1.766,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11318.597,11.896,-0.335,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7314.335,13.838,-1.194,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12229.259,12.721,0.259,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4672.555,6.514,-3.552,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12090.576,6.344,2.58,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9243.192,14.371,-0.753,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6.245595705092354,6.763869865062233,-5.054991259148871,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,12378.042,14.29,2.644,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10475.611,3.908,-1.353,0
IRIDIUM 33,COSMOS 2251 DEB,7406.373,9.352,-9.302,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6956.571,11.018,6.202,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13074.354,6.174,2.67,0
IRIDIUM 33 DEB,COSMOS 2251,7674.135,9.105,-6.626,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11.01078597857467,13.660638895004084,-19.408597829472413,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,5092.734,14.75,-0.228,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13976.739,3.102,-1.64,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6702.945,7.256,-0.343,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3595.281,3.882,0.528,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12191.335,7.459,-7.104,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6667.656,8.764,0.221,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4775.255,14.823,1.789,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12876.363,8.08,0.515,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5888.688,14.706,-6.264,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13414.177,10.537,-2.428,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9994.165,10.217,-1.434,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11998.416,10.953,6.564,0
